ok,duration_sec,num_notes,num_instruments,note_density,polyphony_mean,polyphony_max,pitch_min,pitch_max,pitch_range,pitch_mean,pitch_std,unique_pitches,unique_pitch_ratio,silence_ratio,invalid_short_notes,invalid_long_notes,has_bass_track,dominant_program,dominant_group,instrument_match,pitch_entropy,empty,method,epoch,file,prompt_id,prompt_instrument,prompt_mood,note_density_abs_err_vs_ref,polyphony_mean_abs_err_vs_ref,pitch_mean_abs_err_vs_ref,pitch_std_abs_err_vs_ref,silence_ratio_abs_err_vs_ref,pitch_class_js_vs_ref
1.0,10.665909090909091,2526.0,1.0,236.8293202642233,59.04651162790697,72.0,21.0,108.0,87.0,64.87806809184481,26.556461050080994,88.0,0.03483768804433888,0.009302325581395349,0.0,0.0,0.0,0.0,0.0,1.0,4.454747659439017,0.0,diffusion,10,p01.mid,p01,piano,happy,231.91505193427056,56.86579966459581,0.8494781563539817,19.67663413256277,0.18921323506348328,0.0695039461559954
1.0,10.665909090909091,2633.0,1.0,246.86128276155978,59.83720930232558,71.0,21.0,108.0,87.0,64.44967717432587,25.729859451332786,88.0,0.03342195214584125,0.009302325581395349,0.0,0.0,0.0,0.0,0.0,1.0,4.46898993053175,0.0,diffusion,10,p02.mid,p02,piano,sad,241.94701443160704,57.65649733901442,1.277869073872921,18.850032533814563,0.18921323506348328,0.07503045193715119
1.0,10.665909090909091,829.0,1.0,77.72427018964414,80.74883720930232,87.0,21.0,108.0,87.0,64.58504221954162,25.33808203305885,88.0,0.10615199034981906,0.009302325581395349,0.0,0.0,0.0,48.0,6.0,1.0,4.41782643377997,0.0,diffusion,10,p03.mid,p03,strings,tense,72.81000185969141,78.56812524599117,1.1425040286571715,18.458255115540627,0.18921323506348328,0.08588975646862189
1.0,10.665909090909091,792.0,1.0,74.25527381206051,81.12558139534883,87.0,21.0,108.0,87.0,64.69444444444444,26.239525460810636,88.0,0.1111111111111111,0.009302325581395349,0.0,0.0,0.0,48.0,6.0,1.0,4.436334778361379,0.0,diffusion,10,p04.mid,p04,full_orchestra,epic,69.34100548210778,78.94486943203768,1.0331018037543487,19.359698543292414,0.18921323506348328,0.07332900494052566
1.0,10.665909090909091,402.0,1.0,37.690176859151926,81.88372093023256,87.0,21.0,108.0,87.0,67.06965174129353,27.96942403720969,88.0,0.21890547263681592,0.009302325581395349,0.0,0.0,0.0,73.0,9.0,1.0,4.292950176577881,0.0,diffusion,10,p05.mid,p05,flute,peaceful,32.77590852919919,79.7030089669214,1.342105493094735,21.08959711969147,0.18921323506348328,0.06767844032343177
1.0,10.665909090909091,2374.0,1.0,222.57830811847433,57.10697674418605,73.0,21.0,108.0,87.0,64.73251895534962,26.799335057706834,88.0,0.03706823925863521,0.009302325581395349,0.0,0.0,0.0,80.0,10.0,1.0,4.4562707564973145,0.0,diffusion,10,p06.mid,p06,synth,mysterious,217.6640397885216,54.92626478087489,0.9950272928491728,19.91950814018861,0.18921323506348328,0.07245408968152721
1.0,10.665909090909091,1074.0,1.0,100.69465160877903,72.44651162790697,83.0,21.0,108.0,87.0,66.25325884543761,26.427391015717337,88.0,0.08193668528864059,0.009302325581395349,0.0,0.0,0.0,16.0,2.0,1.0,4.433246148326743,0.0,diffusion,10,p07.mid,p07,organ,dark,95.78038327882629,70.26579966459582,0.5257125972388224,19.547564098199114,0.18921323506348328,0.07145364034503329
1.0,10.665909090909091,1689.0,1.0,158.35499680375025,72.14883720930233,83.0,21.0,108.0,87.0,63.00532859680284,25.735583915670887,88.0,0.05210183540556542,0.009302325581395349,0.0,0.0,0.0,56.0,7.0,1.0,4.445053279612765,0.0,diffusion,10,p08.mid,p08,brass,heroic,153.44072847379752,69.96812524599117,2.722217651395951,18.855756998152664,0.18921323506348328,0.08038962130377011
1.0,10.665909090909091,1418.0,1.0,132.9469422544215,53.2,64.0,21.0,108.0,87.0,65.27997179125529,26.659211847011882,88.0,0.06205923836389281,0.009302325581395349,0.0,0.0,0.0,0.0,0.0,1.0,4.4490075355219485,0.0,diffusion,10,p09.mid,p09,piano,playful,128.03267392446875,51.01928803668884,0.4475744569434994,19.77938492949366,0.18921323506348328,0.0715052698116243
1.0,10.665909090909091,2029.0,1.0,190.23226081397826,50.479069767441864,65.0,21.0,108.0,87.0,64.42828979793002,27.123676876430174,88.0,0.04337111877772302,0.009302325581395349,0.0,0.0,0.0,24.0,3.0,1.0,4.439977260025815,0.0,diffusion,10,p10.mid,p10,guitar,nostalgic,185.31799248402552,48.2983578041307,1.2992564502687713,20.24384995891195,0.18921323506348328,0.07307664625332777
