ok,duration_sec,num_notes,num_instruments,note_density,polyphony_mean,polyphony_max,pitch_min,pitch_max,pitch_range,pitch_mean,pitch_std,unique_pitches,unique_pitch_ratio,silence_ratio,invalid_short_notes,invalid_long_notes,has_bass_track,dominant_program,dominant_group,instrument_match,pitch_entropy,empty,method,epoch,file,prompt_id,prompt_instrument,prompt_mood,note_density_abs_err_vs_ref,polyphony_mean_abs_err_vs_ref,pitch_mean_abs_err_vs_ref,pitch_std_abs_err_vs_ref,silence_ratio_abs_err_vs_ref,pitch_class_js_vs_ref
1.0,10.665909090909091,1650.0,1.0,154.6984871084594,70.11627906976744,80.0,21.0,108.0,87.0,64.24424242424243,23.580430642262744,88.0,0.05333333333333334,0.009302325581395349,0.0,0.0,0.0,0.0,0.0,1.0,4.403852076350503,0.0,diffusion,20,p01.mid,p01,piano,happy,149.78421877850667,67.93556710645629,1.483303823956362,16.70060372474452,0.18921323506348328,0.0695792742797105
1.0,10.665909090909091,616.0,1.0,57.75410185382484,74.96744186046512,83.0,22.0,108.0,86.0,68.07142857142857,26.765238927427873,87.0,0.14123376623376624,0.009302325581395349,0.0,0.0,0.0,0.0,0.0,1.0,4.3550558694277015,0.0,diffusion,20,p02.mid,p02,piano,sad,52.83983352387211,72.78672989715396,2.343882323229778,19.88541200990965,0.18921323506348328,0.07281674106418731
1.0,10.665909090909091,2115.0,1.0,198.29533347538887,16.962790697674418,31.0,21.0,108.0,87.0,64.55460992907801,25.599317020968414,88.0,0.04160756501182033,0.009302325581395349,0.0,0.0,0.0,48.0,6.0,1.0,4.468308658867704,0.0,diffusion,20,p03.mid,p03,strings,tense,193.38106514543614,14.782078734363257,1.1729363191207796,18.71949010345019,0.18921323506348328,0.07415100386796689
1.0,10.665909090909091,1758.0,1.0,164.8242062646495,57.2,69.0,21.0,108.0,87.0,66.15130830489193,26.16426355048629,88.0,0.05005688282138794,0.009302325581395349,0.0,0.0,0.0,48.0,6.0,1.0,4.451440821677009,0.0,diffusion,20,p04.mid,p04,full_orchestra,epic,159.90993793469676,55.01928803668884,0.4237620566931355,19.284436632968067,0.18921323506348328,0.07527506673303616
1.0,10.665909090909091,351.0,1.0,32.908587257617725,81.06511627906977,86.0,22.0,108.0,86.0,69.70655270655271,27.920663697977187,87.0,0.24786324786324787,0.009302325581395349,0.0,0.0,0.0,73.0,9.0,1.0,4.260512455659977,0.0,diffusion,20,p05.mid,p05,flute,peaceful,27.994318927664995,78.88440431575862,3.979006458353922,21.040836780458964,0.18921323506348328,0.07192177507388692
1.0,10.665909090909091,3370.0,1.0,315.95994033667165,40.883720930232556,54.0,21.0,108.0,87.0,64.78100890207715,25.459040150634355,88.0,0.026112759643916916,0.009302325581395349,0.0,0.0,0.0,80.0,10.0,1.0,4.472659705511519,0.0,diffusion,20,p06.mid,p06,synth,mysterious,311.0456720067189,38.703008966921395,0.9465373461216444,18.579213233116132,0.18921323506348328,0.07604147865886941
1.0,10.665909090909091,2061.0,1.0,193.23247389729383,52.41860465116279,66.0,21.0,108.0,87.0,64.3323629306162,25.41488187966006,88.0,0.04269771955361475,0.009302325581395349,0.0,0.0,0.0,16.0,2.0,1.0,4.465417347961492,0.0,diffusion,20,p07.mid,p07,organ,dark,188.3182055673411,50.23789268785163,1.3951833175825925,18.53505496214184,0.18921323506348328,0.08021725665747995
1.0,10.665909090909091,526.0,1.0,49.316002556999784,64.35348837209303,76.0,21.0,108.0,87.0,63.07794676806083,24.90223485406891,88.0,0.16730038022813687,0.009302325581395349,0.0,0.0,0.0,56.0,7.0,1.0,4.378139641405301,0.0,diffusion,20,p08.mid,p08,brass,heroic,44.40173422704705,62.172776408781864,2.649599480137958,18.02240793655069,0.18921323506348328,0.06821583155081601
1.0,10.665909090909091,2912.0,1.0,273.01939058171746,26.204651162790697,42.0,21.0,108.0,87.0,64.68681318681318,25.808708104437265,88.0,0.03021978021978022,0.009302325581395349,0.0,0.0,0.0,0.0,0.0,1.0,4.469643911621594,0.0,diffusion,20,p09.mid,p09,piano,playful,268.1051222517647,24.023939199479535,1.040733061385609,18.928881186919043,0.18921323506348328,0.07666345129818616
1.0,10.665909090909091,54.0,1.0,5.062859578095035,3.3209302325581396,6.0,35.0,79.0,44.0,61.03703703703704,14.49260726353007,27.0,0.5,0.037209302325581395,0.0,0.0,0.0,24.0,3.0,1.0,3.1290487305083565,0.0,diffusion,20,p10.mid,p10,guitar,nostalgic,0.14859124814230462,1.1402182692469789,4.6905092111617535,7.6127803460118475,0.16130625831929724,0.1527899295067629
1.0,10.665909090909091,1609.0,1.0,150.8544640954613,47.67906976744186,62.0,21.0,108.0,87.0,65.52268489745184,26.644278977637715,88.0,0.05469235550031075,0.009302325581395349,0.0,0.0,0.0,0.0,0.0,1.0,4.452120301370175,0.0,diffusion,20,p11.mid,p11,piano,happy,145.94019576550858,45.4983578041307,0.20486135074695255,19.764452060119492,0.18921323506348328,0.0767141014993254
1.0,10.665909090909091,1396.0,1.0,130.88429575964201,43.83255813953488,56.0,21.0,108.0,87.0,63.85100286532951,25.823971679834777,88.0,0.06303724928366762,0.009302325581395349,0.0,0.0,0.0,80.0,10.0,1.0,4.44884263900003,0.0,diffusion,20,p12.mid,p12,synth,tense,125.97002742968928,41.65184617622372,1.8765433828692792,18.944144762316554,0.18921323506348328,0.08875591742845744
1.0,10.665909090909091,3369.0,1.0,315.866183677818,36.632558139534886,53.0,21.0,108.0,87.0,64.80973582665479,25.763030896174147,88.0,0.02612051053725141,0.009302325581395349,0.0,0.0,0.0,48.0,6.0,1.0,4.469841772847615,0.0,diffusion,20,p13.mid,p13,strings,peaceful,310.9519153478653,34.451846176223725,0.9178104215440044,18.883203978655924,0.18921323506348328,0.07229756417421523
1.0,10.665909090909091,41.0,1.0,3.844023012998082,3.437209302325581,5.0,34.0,74.0,40.0,60.170731707317074,9.127557948254875,22.0,0.5365853658536586,0.009302325581395349,0.0,0.0,0.0,48.0,6.0,1.0,2.9524702579365543,0.0,diffusion,20,p14.mid,p14,full_orchestra,epic,1.0702453169546486,1.2564973390144205,5.556814540881717,2.2477310307366523,0.18921323506348328,0.0948663440932658
1.0,10.665909090909091,646.0,1.0,60.5668016194332,77.47906976744186,86.0,21.0,108.0,87.0,70.76625386996903,26.27609139209572,88.0,0.13622291021671826,0.009302325581395349,0.0,0.0,0.0,73.0,9.0,1.0,4.355321818336517,0.0,diffusion,20,p15.mid,p15,flute,mysterious,55.652533289480466,75.2983578041307,5.038707621770243,19.396264474577496,0.18921323506348328,0.07800862964070317
